C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_40_682.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_40_682.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_40_682.jpg,0,1,0,23.86598
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_40_752.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_40_752.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_40_752.jpg,0,1,0,24.64084
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_40_823.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_40_823.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_40_823.jpg,0,1,0,25.21796
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_40_893.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_40_893.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_40_893.jpg,-0.2,1,0,25.96546
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_40_966.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_40_966.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_40_966.jpg,-0.35,1,0,26.47822
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_41_035.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_41_035.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_41_035.jpg,-0.5500001,1,0,27.08074
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_41_105.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_41_105.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_41_105.jpg,-0.7669766,1,0,27.45518
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_41_174.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_41_174.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_41_174.jpg,-0.5358403,1,0,28.05398
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_41_242.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_41_242.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_41_242.jpg,-0.3600532,1,0,28.60487
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_41_319.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_41_319.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_41_319.jpg,-0.09721513,1,0,29.34841
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_41_387.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_41_387.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_41_387.jpg,0,1,0,29.87822
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_41_454.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_41_454.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_41_454.jpg,0,1,0,30.18888
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_41_525.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_41_525.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_41_525.jpg,0,1,0,30.19004
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_41_601.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_41_601.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_41_601.jpg,0,0.7724095,0,30.15065
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_41_672.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_41_672.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_41_672.jpg,0,0.5591869,0,30.08425
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_41_747.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_41_747.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_41_747.jpg,0,0.3638248,0,30.04216
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_41_816.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_41_816.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_41_816.jpg,0,0.1276258,0,29.97914
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_41_888.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_41_888.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_41_888.jpg,0,0,0,29.83567
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_41_963.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_41_963.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_41_963.jpg,0,0.1605951,0,29.63754
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_42_037.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_42_037.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_42_037.jpg,0,0.4107867,0,29.65816
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_42_106.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_42_106.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_42_106.jpg,0,0.5834433,0,29.84156
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_42_179.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_42_179.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_42_179.jpg,0,0.8387341,0,30.13662
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_42_249.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_42_249.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_42_249.jpg,0,1,0,30.17644
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_42_324.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_42_324.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_42_324.jpg,0,1,0,30.19015
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_42_404.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_42_404.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_42_404.jpg,0,1,0,30.19028
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_42_478.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_42_478.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_42_478.jpg,0,1,0,30.19024
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_42_556.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_42_556.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_42_556.jpg,-0.1,1,0,30.1877
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_42_632.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_42_632.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_42_632.jpg,-0.3,1,0,30.16914
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_42_707.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_42_707.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_42_707.jpg,-0.3460383,1,0,30.1662
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_42_785.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_42_785.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_42_785.jpg,-0.1142649,1,0,30.19069
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_42_855.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_42_855.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_42_855.jpg,0,1,0,30.18873
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_42_926.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_42_926.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_42_926.jpg,0,1,0,30.18973
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_42_996.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_42_996.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_42_996.jpg,0,1,0,30.19018
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_43_063.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_43_063.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_43_063.jpg,0,1,0,30.18955
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_43_142.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_43_142.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_43_142.jpg,0,1,0,30.19024
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_43_217.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_43_217.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_43_217.jpg,0,1,0,30.19027
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_43_296.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_43_296.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_43_296.jpg,0,1,0,30.19023
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_43_373.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_43_373.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_43_373.jpg,-0.15,1,0,30.18447
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_43_439.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_43_439.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_43_439.jpg,-0.3,1,0,30.1693
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_43_519.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_43_519.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_43_519.jpg,-0.2216886,1,0,30.18525
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_43_593.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_43_593.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_43_593.jpg,0,1,0,30.18792
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_43_677.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_43_677.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_43_677.jpg,0,1,0,30.18971
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_43_748.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_43_748.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_43_748.jpg,0,1,0,30.19007
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_43_818.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_43_818.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_43_818.jpg,0,1,0,30.19023
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_43_892.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_43_892.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_43_892.jpg,0,1,0,30.19034
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_43_969.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_43_969.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_43_969.jpg,0,1,0,30.19023
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_44_043.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_44_043.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_44_043.jpg,-0.15,1,0,30.1847
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_44_115.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_44_115.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_44_115.jpg,-0.35,1,0,30.16353
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_44_194.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_44_194.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_44_194.jpg,-0.538053,1,0,30.14008
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_44_264.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_44_264.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_44_264.jpg,-0.362664,1,0,30.18119
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_44_334.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_44_334.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_44_334.jpg,-0.1157373,1,0,30.19104
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_44_405.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_44_405.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_44_405.jpg,0,1,0,30.18581
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_44_475.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_44_475.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_44_475.jpg,0,1,0,30.18951
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_44_547.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_44_547.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_44_547.jpg,0,1,0,30.18927
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_44_617.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_44_617.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_44_617.jpg,0,1,0,30.19026
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_44_688.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_44_688.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_44_688.jpg,0,1,0,30.19026
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_44_757.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_44_757.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_44_757.jpg,0,1,0,30.18963
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_44_824.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_44_824.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_44_824.jpg,0,1,0,30.19029
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_44_895.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_44_895.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_44_895.jpg,0,1,0,30.19026
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_44_972.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_44_972.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_44_972.jpg,0,1,0,30.19023
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_45_048.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_45_048.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_45_048.jpg,0,1,0,30.19023
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_45_119.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_45_119.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_45_119.jpg,0,1,0,30.19024
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_45_188.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_45_188.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_45_188.jpg,0,1,0,30.19023
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_45_255.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_45_255.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_45_255.jpg,0,1,0,30.19024
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_45_323.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_45_323.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_45_323.jpg,0,1,0,30.19023
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_45_393.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_45_393.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_45_393.jpg,0,1,0,30.19024
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_45_462.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_45_462.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_45_462.jpg,0,1,0,30.18983
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_45_533.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_45_533.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_45_533.jpg,-0.05,1,0,30.18966
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_45_605.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_45_605.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_45_605.jpg,-0.2,1,0,30.17992
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_45_678.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_45_678.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_45_678.jpg,-0.3091827,1,0,30.16964
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_45_748.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_45_748.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_45_748.jpg,-0.1402554,1,0,30.19033
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_45_821.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_45_821.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_45_821.jpg,0,1,0,30.18862
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_45_892.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_45_892.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_45_892.jpg,0,1,0,30.18986
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_45_968.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_45_968.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_45_968.jpg,0,1,0,30.19016
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_46_038.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_46_038.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_46_038.jpg,0,1,0,30.19022
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_46_113.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_46_113.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_46_113.jpg,0,1,0,30.19026
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_46_186.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_46_186.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_46_186.jpg,0,1,0,30.19024
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_46_254.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_46_254.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_46_254.jpg,-0.2,1,0,30.18032
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_46_324.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_46_324.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_46_324.jpg,-0.35,1,0,30.16357
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_46_400.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_46_400.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_46_400.jpg,-0.1841067,1,0,30.18978
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_46_474.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_46_474.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_46_474.jpg,0,1,0,30.18775
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_46_549.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_46_549.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_46_549.jpg,0,1,0,30.18952
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_46_628.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_46_628.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_46_628.jpg,0,1,0,30.19032
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_46_705.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_46_705.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_46_705.jpg,0,1,0,30.19026
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_46_782.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_46_782.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_46_782.jpg,0,1,0,30.19027
C:\Users\DELL\Desktop\imagess\IMG\center_2020_11_12_19_45_46_860.jpg,C:\Users\DELL\Desktop\imagess\IMG\left_2020_11_12_19_45_46_860.jpg,C:\Users\DELL\Desktop\imagess\IMG\right_2020_11_12_19_45_46_860.jpg,0,1,0,30.19024
